"id","from_device","voltage","current","power","energy","cost","timestamp"
"545","1","220","0.07","9","0.54","2.41","2025-08-03 00:32:47"
"546","1","220","0.06","9","0.54","2.41","2025-08-03 00:34:17"
"547","1","220","0.06","9","0.54","2.41","2025-08-03 00:35:17"
"548","1","220","0.06","9","0.54","2.41","2025-08-03 00:35:47"
"549","1","220","0.07","10","0.54","2.41","2025-08-03 00:36:17"
"550","1","220","0.06","9","0.54","2.41","2025-08-03 00:36:47"
"551","1","220","0.06","10","0.54","2.41","2025-08-03 00:38:17"
"552","1","220","0.06","10","0.54","2.41","2025-08-03 00:38:47"
"553","1","220","0.06","10","0.54","2.41","2025-08-03 00:39:47"
"554","1","220","0.06","9","0.54","2.41","2025-08-03 00:40:17"
"555","1","220","0.06","9","0.54","2.41","2025-08-03 00:40:47"
"556","1","220","0.07","10","0.54","2.41","2025-08-03 00:41:17"
"557","1","220","0.06","9","0.54","2.41","2025-08-03 00:41:47"
"558","1","220","0.07","9","0.54","2.42","2025-08-03 00:42:17"
"559","1","220","0.06","9","0.54","2.42","2025-08-03 00:42:47"
"560","1","220","0.06","9","0.54","2.42","2025-08-03 00:43:17"
"561","1","220","0.06","10","0.54","2.42","2025-08-03 00:43:47"
"562","1","220","0.06","9","0.54","2.42","2025-08-03 00:44:17"
"563","1","220","0.06","10","0.54","2.42","2025-08-03 00:44:47"
"564","1","220","0.06","10","0.54","2.42","2025-08-03 00:45:47"
"565","1","220","0.06","9","0.54","2.42","2025-08-03 00:46:17"
"566","1","220","0.06","9","0.54","2.42","2025-08-03 00:46:47"
"567","1","220","0.06","9","0.54","2.42","2025-08-03 00:47:47"
"568","1","220","0.06","9","0.54","2.42","2025-08-03 00:48:17"
"569","1","220","0.06","9","0.54","2.42","2025-08-03 00:50:17"
"570","1","220","0.06","9","0.54","2.42","2025-08-03 00:50:47"
"571","1","220","0.06","9","0.54","2.42","2025-08-03 00:51:47"
"572","1","220","0.06","9","0.54","2.42","2025-08-03 00:52:17"
"573","1","220","0.06","10","0.54","2.42","2025-08-03 00:52:47"
"574","1","220","0.06","9","0.54","2.42","2025-08-03 00:53:17"
"575","1","220","0.06","9","0.54","2.42","2025-08-03 00:53:47"
"576","1","220","0.06","9","0.54","2.42","2025-08-03 00:55:17"
"577","1","220","0.06","9","0.54","2.43","2025-08-03 00:55:47"
"578","1","220","0.06","9","0.54","2.43","2025-08-03 00:56:17"
"579","1","220","0.06","9","0.54","2.43","2025-08-03 00:56:47"
"580","1","220","0.06","9","0.54","2.43","2025-08-03 00:57:17"
"581","1","220","0.06","9","0.54","2.43","2025-08-03 00:57:47"
"582","1","220","0.06","9","0.54","2.43","2025-08-03 00:58:17"
"583","1","220","0.06","9","0.54","2.43","2025-08-03 00:58:47"
"584","1","220","0.06","9","0.54","2.43","2025-08-03 00:59:17"
"585","1","220","0.06","10","0.54","2.43","2025-08-03 01:00:17"
"586","1","220","0.06","9","0.54","2.43","2025-08-03 01:00:47"
"587","1","220","0.06","9","0.54","2.43","2025-08-03 01:01:17"
"588","1","220","0.07","9","0.54","2.43","2025-08-03 01:02:17"
"589","1","220","0.06","9","0.54","2.43","2025-08-03 01:04:47"
"590","1","220","0.06","9","0.54","2.43","2025-08-03 01:05:17"
"591","1","220","0","0","0.54","2.43","2025-08-03 01:05:47"
"592","1","220","0","0","0.54","2.43","2025-08-03 01:06:17"
"593","1","220","0","0","0.54","2.43","2025-08-03 01:06:47"
"594","1","221","0","0","0.54","2.43","2025-08-03 01:07:47"
"595","1","220","0","0","0.54","2.43","2025-08-03 01:08:47"
"596","1","220","0","0","0.54","2.43","2025-08-03 01:09:17"
"597","1","220","0","0","0.54","2.43","2025-08-03 01:09:47"
